Turning_Cut_Depth;Milling_Gear_Depth;Drilling_Surf_Quality;Drill_Pressure;Drilling_Speed;Turning_Rotation_Speed;Turning_Cut_Speed;Milling_Circle_Diameter;Drilling_Diameter;Turning_Shaft_Diameter;class
0.653;0.327;0.089;3.487;33.741;45.997;49.167;0.959;1.705;0.106;Failure
0.623;0.309;0.09;2.766;34.405;45.934;49.175;0.999;1.7;0.106;Failure
0.64;0.32;0.089;2.395;35.351;45.886;49.169;1.057;1.697;0.104;Failure
0.627;0.31;0.09;2.786;35.0;45.628;49.174;1.035;1.678;0.105;Failure
0.633;0.299;0.089;3.717;34.982;45.227;49.163;1.034;1.648;0.105;Failure
0.623;0.285;0.09;3.954;33.786;45.601;49.176;0.961;1.676;0.104;Failure
0.624;0.274;0.089;3.649;34.848;44.716;49.188;1.026;1.611;0.104;Failure
0.617;0.267;0.088;3.506;35.972;45.254;49.172;1.094;1.651;0.104;Failure
0.582;0.284;0.087;2.586;35.427;45.156;49.178;1.061;1.643;0.105;Failure
0.626;0.261;0.086;4.694;34.731;46.105;49.171;1.019;1.713;0.104;Failure
0.617;0.277;0.086;1.953;33.763;45.18;49.18;0.96;1.645;0.106;Failure
0.632;0.299;0.087;4.174;33.19;45.904;49.179;0.926;1.698;0.105;Failure
0.644;0.317;0.087;2.579;34.35;45.168;49.172;0.996;1.644;0.106;Failure
0.659;0.323;0.088;1.941;33.255;45.267;49.174;0.929;1.652;0.105;Failure
0.614;0.312;0.089;1.028;33.802;45.895;49.169;0.962;1.698;0.104;Failure
0.656;0.309;0.087;4.819;35.47;45.801;49.157;1.064;1.69;0.105;Failure
0.627;0.308;0.088;3.692;33.726;45.238;49.178;0.957;1.649;0.105;Failure
0.625;0.295;0.088;2.098;34.147;45.848;49.169;0.983;1.694;0.104;Failure
0.612;0.294;0.087;2.988;34.525;45.806;49.158;1.007;1.691;0.106;Failure
0.624;0.283;0.086;1.037;35.32;45.804;49.177;1.055;1.691;0.106;Failure
0.623;0.302;0.086;3.061;34.07;46.405;49.154;0.979;1.735;0.105;Failure
0.621;0.321;0.086;2.96;32.749;45.413;49.174;0.898;1.662;0.105;Failure
0.639;0.315;0.087;4.977;33.102;45.655;49.187;0.919;1.68;0.105;Failure
0.637;0.317;0.087;1.415;34.506;45.218;49.186;1.005;1.648;0.106;Failure
0.643;0.317;0.088;3.063;34.005;45.257;49.183;0.975;1.65;0.104;Failure
0.616;0.299;0.088;2.358;33.747;45.028;49.174;0.958;1.634;0.105;Failure
0.609;0.304;0.088;2.531;34.615;44.5;49.173;1.013;1.594;0.106;Failure
0.62;0.292;0.088;3.324;34.854;45.409;49.162;1.027;1.662;0.105;Failure
0.63;0.299;0.087;3.32;35.341;46.012;49.169;1.055;1.706;0.105;Failure
0.627;0.322;0.088;2.779;34.282;45.295;49.172;0.991;1.653;0.107;Failure
0.588;0.331;0.087;4.058;36.926;45.313;49.174;1.152;1.655;0.108;Failure
0.592;0.323;0.085;3.269;37.572;45.129;49.186;1.191;1.641;0.108;Failure
0.588;0.333;0.085;4.716;36.816;44.539;49.17;1.146;1.597;0.107;Failure
0.608;0.312;0.085;2.37;36.899;44.956;49.179;1.151;1.628;0.107;Failure
0.614;0.312;0.084;1.904;36.492;45.492;49.181;1.127;1.668;0.107;Failure
0.61;0.326;0.083;2.469;36.941;45.782;49.172;1.154;1.689;0.107;Failure
0.625;0.305;0.084;3.746;35.707;46.033;49.178;1.078;1.708;0.107;Failure
0.655;0.288;0.084;2.428;33.146;46.733;49.167;0.923;1.759;0.106;Failure
0.673;0.269;0.085;2.406;31.565;46.246;49.171;0.826;1.724;0.106;Failure
0.683;0.264;0.086;3.723;32.455;46.291;49.17;0.88;1.726;0.105;Failure
0.684;0.281;0.087;1.535;31.903;46.674;49.176;0.847;1.755;0.105;Failure
0.646;0.276;0.087;2.419;33.578;46.032;49.154;0.949;1.708;0.106;Failure
0.655;0.291;0.088;4.623;34.565;45.609;49.172;1.009;1.676;0.107;Failure
0.634;0.293;0.087;4.076;35.445;45.649;49.182;1.062;1.68;0.107;Failure
0.643;0.307;0.088;4.951;34.129;46.446;49.185;0.982;1.738;0.106;Failure
0.637;0.287;0.088;2.22;33.714;46.096;49.162;0.956;1.713;0.106;Failure
0.627;0.304;0.089;2.406;33.561;45.837;49.156;0.947;1.693;0.106;Failure
0.608;0.303;0.088;3.087;34.719;45.496;49.174;1.018;1.668;0.106;Failure
0.635;0.296;0.089;3.89;34.616;45.264;49.163;1.012;1.651;0.106;Failure
0.6;0.312;0.088;2.457;34.129;45.929;49.176;0.982;1.7;0.107;Failure
0.621;0.304;0.088;1.222;33.852;46.015;49.159;0.965;1.707;0.107;Failure
0.617;0.31;0.089;1.362;34.798;45.265;49.149;1.023;1.651;0.107;Failure
0.597;0.321;0.088;2.998;35.931;45.304;49.151;1.091;1.654;0.108;Failure
0.602;0.329;0.087;4.042;34.495;45.207;49.166;1.004;1.647;0.108;Failure
0.619;0.309;0.088;2.431;34.65;45.541;49.175;1.014;1.673;0.107;Failure
0.639;0.306;0.087;2.509;35.414;45.379;49.179;1.061;1.66;0.107;Failure
0.66;0.303;0.088;4.43;34.236;46.499;49.175;0.989;1.743;0.106;Failure
0.644;0.292;0.087;1.222;34.001;46.264;49.196;0.974;1.724;0.107;Failure
0.642;0.284;0.088;4.461;33.625;46.42;49.181;0.951;1.736;0.107;Failure
0.631;0.314;0.087;1.033;35.22;46.125;49.165;1.048;1.715;0.107;Failure
0.634;0.304;0.088;2.718;34.375;45.569;49.163;0.997;1.674;0.107;Failure
0.643;0.305;0.087;1.64;34.302;45.601;49.169;0.992;1.676;0.106;Failure
0.638;0.303;0.088;4.981;34.076;45.078;49.175;0.978;1.637;0.106;Failure
0.629;0.298;0.088;4.822;33.773;45.229;49.174;0.961;1.649;0.105;Failure
0.631;0.309;0.089;2.587;33.755;45.478;49.166;0.959;1.667;0.107;Failure
0.63;0.303;0.087;2.606;33.428;44.901;49.199;0.94;1.624;0.106;Failure
0.641;0.297;0.088;4.342;31.886;45.455;49.178;0.845;1.666;0.106;Failure
0.643;0.305;0.088;2.356;34.219;45.424;49.184;0.988;1.663;0.108;Failure
0.611;0.296;0.088;3.137;33.897;44.976;49.169;0.968;1.63;0.106;Failure
0.631;0.293;0.087;3.086;34.575;45.343;49.179;1.009;1.657;0.106;Failure
0.625;0.288;0.089;2.832;33.407;44.6;49.18;0.937;1.602;0.106;Failure
0.623;0.315;0.088;2.825;34.608;45.588;49.175;1.011;1.675;0.107;Failure
0.608;0.303;0.088;1.249;34.746;45.989;49.189;1.019;1.705;0.107;Failure
0.639;0.303;0.089;1.103;34.972;45.307;49.168;1.033;1.654;0.106;Failure
0.624;0.29;0.088;4.793;35.917;45.281;49.159;1.091;1.652;0.106;Failure
0.634;0.294;0.089;4.335;35.664;45.649;49.164;1.075;1.68;0.107;Failure
0.633;0.314;0.089;1.181;34.037;45.04;49.185;0.976;1.635;0.107;Failure
0.628;0.293;0.089;3.005;33.689;44.958;49.192;0.955;1.629;0.106;Failure
0.624;0.305;0.089;3.883;33.466;45.426;49.191;0.942;1.663;0.106;Failure
0.613;0.299;0.089;1.823;32.226;45.129;49.171;0.866;1.641;0.107;Failure
0.621;0.286;0.089;3.723;34.423;45.157;49.171;1.0;1.643;0.106;Failure
0.622;0.304;0.09;1.688;34.9;45.349;49.175;1.029;1.657;0.106;Failure
0.616;0.305;0.088;4.157;34.308;44.593;49.18;0.993;1.602;0.106;Failure
0.584;0.307;0.087;2.274;33.936;45.531;49.163;0.97;1.671;0.107;Failure
0.625;0.314;0.089;1.762;34.242;45.331;49.159;0.989;1.656;0.107;Failure
0.626;0.303;0.089;4.794;34.073;45.368;49.177;0.979;1.659;0.106;Failure
0.597;0.318;0.087;2.137;34.694;45.527;49.187;1.016;1.671;0.106;Failure
0.641;0.3;0.087;1.672;35.154;45.642;49.187;1.044;1.679;0.107;Failure
0.629;0.307;0.087;4.598;33.871;45.69;49.186;0.966;1.682;0.107;Failure
0.615;0.307;0.087;3.068;34.772;45.389;49.185;1.021;1.66;0.107;Failure
0.619;0.308;0.088;2.049;35.01;45.816;49.169;1.035;1.692;0.106;Failure
0.622;0.298;0.088;1.636;34.906;44.683;49.166;1.029;1.608;0.108;Failure
0.614;0.314;0.088;2.171;33.333;44.432;49.167;0.934;1.589;0.107;Failure
0.625;0.299;0.088;3.367;32.407;45.465;49.167;0.877;1.666;0.106;Failure
0.665;0.281;0.089;1.6;31.207;44.834;49.164;0.803;1.619;0.108;Failure
0.687;0.287;0.088;2.729;31.484;44.893;49.152;0.822;1.623;0.108;Failure
0.65;0.293;0.085;4.278;32.32;44.623;49.166;0.872;1.604;0.107;Failure
0.671;0.296;0.085;3.283;31.982;44.621;49.173;0.852;1.604;0.107;Failure
0.621;0.311;0.084;1.585;34.868;44.504;49.178;1.027;1.595;0.106;Failure
0.606;0.306;0.086;1.676;34.19;44.617;49.15;0.986;1.603;0.107;Failure
0.648;0.275;0.06;4.643;30.969;44.124;49.16;0.789;1.567;0.104;Failure
0.65;0.297;0.06;3.912;31.17;44.419;49.182;0.801;1.588;0.105;Failure
0.646;0.283;0.062;1.691;31.853;43.722;49.158;0.843;1.537;0.105;Failure
0.63;0.298;0.06;4.814;31.432;44.356;49.18;0.817;1.584;0.105;Failure
0.635;0.308;0.061;4.257;33.078;44.391;49.16;0.918;1.586;0.106;Failure
0.602;0.303;0.061;4.762;31.482;43.768;49.151;0.821;1.541;0.105;Failure
0.635;0.305;0.061;4.768;32.461;44.407;49.157;0.88;1.588;0.105;Failure
0.635;0.304;0.06;4.582;31.137;44.083;49.164;0.799;1.563;0.105;Failure
0.63;0.299;0.061;4.424;32.52;44.11;49.167;0.884;1.566;0.105;Failure
0.63;0.295;0.061;4.663;32.616;44.146;49.177;0.889;1.568;0.106;Failure
0.613;0.313;0.063;2.408;31.612;44.048;49.169;0.828;1.561;0.105;Failure
0.629;0.293;0.061;4.661;32.958;43.258;49.171;0.911;1.503;0.106;Failure
0.618;0.291;0.062;4.593;33.042;43.643;49.179;0.916;1.531;0.106;Failure
0.638;0.283;0.064;1.337;31.968;43.733;49.179;0.85;1.538;0.106;Failure
0.615;0.28;0.063;4.363;32.902;43.052;49.165;0.907;1.488;0.106;Failure
0.63;0.289;0.064;3.059;32.052;43.583;49.174;0.855;1.527;0.106;Failure
0.64;0.297;0.063;1.559;31.901;42.666;49.174;0.845;1.459;0.106;Failure
0.628;0.311;0.09;4.327;31.873;46.548;49.167;0.845;1.746;0.107;Failure
0.64;0.301;0.09;1.354;33.122;45.395;49.167;0.92;1.661;0.107;Failure
0.638;0.302;0.09;4.271;33.626;46.106;49.174;0.951;1.713;0.107;Failure
0.618;0.293;0.09;3.333;34.234;45.551;49.165;0.988;1.673;0.108;Failure
0.634;0.308;0.088;2.774;33.907;45.434;49.185;0.969;1.664;0.106;Failure
0.609;0.325;0.088;4.189;34.537;45.181;49.168;1.007;1.645;0.106;Failure
0.588;0.33;0.09;1.974;34.438;44.948;49.183;1.0;1.627;0.106;Failure
0.614;0.322;0.091;3.48;34.807;45.155;49.16;1.023;1.643;0.107;Failure
0.609;0.312;0.092;1.06;34.957;44.897;49.171;1.032;1.624;0.107;Failure
0.634;0.298;0.091;3.599;33.867;44.98;49.16;0.966;1.63;0.106;Failure
0.618;0.301;0.093;4.549;33.867;45.824;49.171;0.966;1.692;0.107;Failure
0.643;0.291;0.091;4.273;33.801;45.385;49.148;0.962;1.66;0.107;Failure
0.612;0.301;0.09;4.714;32.876;45.541;49.185;0.905;1.671;0.107;Failure
0.634;0.31;0.091;1.872;34.621;45.87;49.174;1.012;1.696;0.106;Failure
0.619;0.297;0.092;1.786;33.524;45.388;49.175;0.945;1.66;0.106;Failure
0.613;0.323;0.092;3.448;32.757;45.547;49.171;0.898;1.672;0.107;Failure
0.63;0.298;0.093;4.6;32.095;45.091;49.173;0.858;1.638;0.107;Failure
0.625;0.299;0.093;1.642;32.635;45.475;49.178;0.891;1.667;0.106;Failure
0.657;0.279;0.092;1.598;32.361;45.996;49.182;0.874;1.705;0.106;Failure
0.642;0.297;0.091;3.564;32.583;46.003;49.171;0.888;1.705;0.107;Failure
0.655;0.28;0.092;3.491;32.494;45.627;49.173;0.882;1.678;0.108;Failure
0.643;0.302;0.091;1.245;35.061;45.454;49.17;1.038;1.665;0.107;Failure
0.614;0.301;0.092;3.442;34.397;44.829;49.169;0.999;1.619;0.108;Failure
0.624;0.305;0.092;2.068;35.599;44.718;49.167;1.072;1.611;0.107;Failure
0.611;0.32;0.092;4.47;34.439;45.682;49.164;1.0;1.682;0.106;Failure
0.623;0.308;0.093;4.411;35.12;45.352;49.183;1.042;1.657;0.106;Failure
0.627;0.296;0.094;1.303;32.789;45.675;49.172;0.899;1.681;0.106;Failure
0.63;0.312;0.045;4.215;32.465;44.056;49.171;0.881;1.562;0.106;Failure
0.627;0.293;0.047;4.081;31.93;44.263;49.182;0.848;1.577;0.106;Failure
0.615;0.292;0.046;2.228;32.03;43.468;49.189;0.854;1.518;0.106;Failure
0.639;0.32;0.045;1.055;31.782;43.746;49.162;0.838;1.539;0.106;Failure
0.633;0.294;0.047;3.624;32.229;43.696;49.175;0.866;1.535;0.105;Failure
0.627;0.297;0.046;2.277;31.296;44.023;49.187;0.807;1.56;0.105;Failure
0.628;0.303;0.047;1.109;32.179;43.929;49.156;0.863;1.553;0.106;Failure
0.624;0.294;0.046;3.181;32.174;44.202;49.187;0.862;1.573;0.105;Failure
0.627;0.293;0.046;4.661;31.52;44.463;49.174;0.823;1.592;0.105;Failure
0.651;0.299;0.046;3.24;31.508;44.387;49.178;0.823;1.586;0.106;Failure
0.65;0.291;0.046;3.219;32.307;43.454;49.176;0.871;1.517;0.105;Failure
0.606;0.317;0.046;2.781;33.635;43.572;49.165;0.951;1.526;0.105;Failure
0.605;0.296;0.047;4.506;33.318;44.269;49.163;0.933;1.578;0.105;Failure
0.614;0.302;0.046;1.744;32.241;43.335;49.163;0.867;1.509;0.106;Failure
0.602;0.301;0.046;3.061;32.803;43.637;49.151;0.901;1.531;0.105;Failure
0.59;0.311;0.047;1.475;33.699;42.986;49.188;0.956;1.483;0.106;Failure
0.589;0.328;0.049;4.68;34.028;42.987;49.178;0.976;1.483;0.106;Failure
0.629;0.323;0.048;1.807;33.567;43.122;49.174;0.948;1.493;0.105;Failure
0.636;0.304;0.046;3.668;32.887;44.016;49.18;0.906;1.559;0.106;Failure
0.624;0.296;0.048;3.008;33.65;44.486;49.16;0.952;1.594;0.106;Failure
0.62;0.294;0.049;1.645;34.201;43.344;49.173;0.986;1.509;0.106;Failure
0.615;0.294;0.048;2.732;32.388;43.746;49.175;0.876;1.539;0.106;Failure
0.631;0.286;0.047;4.841;33.589;43.34;49.176;0.949;1.509;0.106;Failure
0.62;0.3;0.049;2.106;32.883;43.749;49.194;0.906;1.539;0.106;Failure
0.626;0.279;0.047;4.906;33.857;44.117;49.19;0.965;1.567;0.106;Failure
0.647;0.282;0.046;3.015;32.826;44.623;49.185;0.903;1.604;0.105;Failure
0.625;0.298;0.047;1.055;33.814;43.637;49.176;0.963;1.532;0.104;Failure
0.633;0.32;0.049;1.198;33.676;43.804;49.159;0.954;1.543;0.106;Failure
0.601;0.3;0.049;2.626;32.892;43.153;49.173;0.907;1.495;0.106;Failure
0.646;0.307;0.049;1.011;32.613;43.607;49.181;0.889;1.528;0.106;Failure
0.66;0.292;0.048;1.064;32.553;43.805;49.183;0.887;1.543;0.106;Failure
0.6;0.301;0.048;2.087;31.804;42.772;49.161;0.84;1.467;0.105;Failure
0.606;0.322;0.048;2.344;33.326;43.049;49.157;0.934;1.487;0.105;Failure
0.611;0.311;0.049;2.744;32.127;42.803;49.172;0.859;1.469;0.105;Failure
0.6;0.314;0.05;3.557;31.844;43.083;49.182;0.842;1.49;0.105;Failure
0.62;0.306;0.05;1.052;32.85;43.812;49.155;0.905;1.544;0.105;Failure
0.631;0.294;0.05;4.518;33.122;43.036;49.184;0.92;1.487;0.105;Failure
0.619;0.316;0.052;2.118;33.209;43.178;49.161;0.926;1.497;0.105;Failure
0.626;0.313;0.051;4.288;32.239;43.058;49.168;0.867;1.488;0.104;Failure
0.631;0.305;0.052;1.005;31.77;43.944;49.181;0.838;1.554;0.105;Failure
0.626;0.326;0.053;4.82;33.307;43.308;49.176;0.931;1.507;0.105;Failure
0.617;0.327;0.053;4.759;32.331;44.297;49.175;0.873;1.58;0.106;Failure
0.628;0.294;0.052;1.486;33.004;44.134;49.187;0.914;1.567;0.106;Failure
0.627;0.311;0.051;3.605;32.159;43.55;49.173;0.861;1.524;0.105;Failure
0.628;0.303;0.051;3.094;32.362;43.846;49.175;0.875;1.546;0.106;Failure
0.628;0.287;0.052;4.537;32.037;43.71;49.189;0.854;1.536;0.105;Failure
0.633;0.299;0.052;1.085;31.826;44.135;49.184;0.842;1.568;0.105;Failure
0.62;0.322;0.052;1.306;31.829;43.462;49.166;0.842;1.517;0.105;Failure
0.631;0.295;0.05;1.87;33.2;44.585;49.169;0.925;1.601;0.105;Failure
0.629;0.291;0.051;1.262;32.161;44.031;49.179;0.862;1.56;0.105;Failure
0.641;0.306;0.051;1.433;32.489;43.406;49.176;0.881;1.514;0.106;Failure
0.626;0.3;0.051;4.484;32.025;43.981;49.173;0.853;1.556;0.106;Failure
0.635;0.3;0.05;3.33;31.488;43.57;49.173;0.82;1.526;0.106;Failure
0.621;0.32;0.051;2.024;31.022;42.962;49.177;0.793;1.481;0.104;Failure
0.636;0.33;0.051;2.578;31.253;43.156;49.176;0.806;1.495;0.105;Failure
0.597;0.325;0.053;4.741;31.906;42.579;49.183;0.847;1.453;0.104;Failure
0.607;0.306;0.052;3.472;32.749;42.978;49.175;0.897;1.482;0.106;Failure
0.62;0.306;0.053;3.702;31.69;43.505;49.169;0.833;1.521;0.106;Failure
0.626;0.301;0.053;4.505;31.771;43.533;49.152;0.839;1.523;0.105;Failure
0.635;0.296;0.053;4.477;31.573;43.35;49.168;0.826;1.51;0.105;Failure
0.627;0.324;0.053;3.978;31.723;44.398;49.173;0.835;1.587;0.104;Failure
0.613;0.307;0.053;1.922;31.086;43.801;49.18;0.797;1.543;0.106;Failure
0.622;0.304;0.052;3.901;31.742;44.348;49.191;0.836;1.583;0.106;Failure
0.623;0.288;0.053;2.494;31.001;44.041;49.181;0.791;1.561;0.106;Failure
0.64;0.277;0.053;3.869;30.058;43.884;49.177;0.733;1.549;0.106;Failure
0.645;0.287;0.053;4.506;30.4;44.194;49.176;0.755;1.572;0.106;Failure
0.676;0.284;0.055;2.052;29.303;44.272;49.181;0.688;1.578;0.105;Failure
0.668;0.278;0.055;4.106;29.727;44.59;49.18;0.714;1.602;0.106;Failure
0.658;0.287;0.054;2.563;29.651;45.042;49.161;0.709;1.635;0.105;Failure
0.656;0.282;0.056;1.0;29.361;44.854;49.164;0.692;1.621;0.106;Failure
0.661;0.283;0.057;1.415;29.697;44.901;49.174;0.711;1.625;0.106;Failure
0.634;0.291;0.057;1.707;31.551;44.402;49.168;0.824;1.588;0.105;Failure
0.619;0.304;0.057;3.268;31.916;44.156;49.168;0.847;1.569;0.104;Failure
0.614;0.319;0.057;2.348;32.512;43.755;49.172;0.883;1.54;0.106;Failure
0.601;0.326;0.056;3.201;32.205;43.963;49.18;0.864;1.556;0.105;Failure
0.638;0.3;0.055;4.197;33.181;44.261;49.16;0.924;1.577;0.104;Failure
0.632;0.29;0.055;2.921;32.352;44.549;49.192;0.874;1.598;0.105;Failure
0.636;0.286;0.055;4.088;31.072;44.712;49.169;0.796;1.61;0.106;Failure
0.661;0.288;0.056;3.003;30.974;44.895;49.161;0.789;1.624;0.105;Failure
0.64;0.307;0.057;4.845;31.542;44.876;49.172;0.824;1.623;0.105;Failure
0.638;0.285;0.057;3.981;30.619;45.241;49.179;0.768;1.649;0.106;Failure
0.641;0.294;0.058;2.687;30.987;44.487;49.159;0.79;1.593;0.106;Failure
0.631;0.298;0.057;4.009;32.503;43.364;49.16;0.883;1.511;0.105;Failure
0.611;0.318;0.058;3.431;30.159;43.413;49.162;0.741;1.514;0.104;Failure
0.593;0.314;0.056;4.36;31.497;43.956;49.17;0.822;1.554;0.106;Failure
0.602;0.305;0.056;3.689;31.997;43.674;49.168;0.852;1.533;0.106;Failure
0.612;0.33;0.057;3.818;32.371;44.274;49.18;0.875;1.578;0.104;Failure
0.61;0.317;0.056;3.415;31.122;43.969;49.171;0.798;1.555;0.105;Failure
0.597;0.325;0.056;2.656;32.271;43.486;49.165;0.869;1.519;0.105;Failure
0.612;0.32;0.055;2.294;32.019;43.793;49.166;0.854;1.543;0.105;Failure
0.623;0.311;0.055;1.138;32.449;44.472;49.186;0.88;1.593;0.104;Failure
0.643;0.291;0.055;4.857;32.208;43.435;49.175;0.865;1.516;0.105;Failure
0.616;0.3;0.056;4.595;32.436;43.567;49.162;0.879;1.526;0.106;Failure
0.634;0.297;0.056;3.866;32.015;44.225;49.169;0.853;1.575;0.105;Failure
0.64;0.285;0.055;4.842;31.148;44.347;49.168;0.8;1.584;0.105;Failure
0.653;0.287;0.056;4.531;30.534;44.245;49.182;0.763;1.576;0.104;Failure
0.66;0.267;0.058;1.173;29.159;44.415;49.166;0.679;1.588;0.105;Failure
0.665;0.286;0.057;3.521;28.997;45.647;49.182;0.67;1.68;0.105;Failure
0.657;0.293;0.059;1.895;30.339;45.072;49.176;0.752;1.637;0.104;Failure
0.649;0.3;0.059;4.357;31.815;44.374;49.166;0.841;1.585;0.105;Failure
0.621;0.295;0.059;1.523;29.943;44.185;49.179;0.727;1.571;0.106;Failure
0.649;0.288;0.059;4.574;32.287;44.764;49.172;0.87;1.614;0.105;Failure
0.645;0.282;0.06;4.614;30.663;44.566;49.179;0.771;1.599;0.105;Failure
0.625;0.31;0.06;3.84;31.958;43.171;49.174;0.85;1.496;0.105;Failure
0.606;0.337;0.058;1.034;32.837;43.265;49.17;0.904;1.504;0.106;Failure
0.615;0.315;0.058;3.486;32.904;42.821;49.173;0.908;1.471;0.105;Failure
0.641;0.311;0.057;3.038;31.345;43.736;49.18;0.812;1.538;0.106;Failure
0.652;0.3;0.058;3.986;33.393;43.982;49.171;0.937;1.557;0.105;Failure
0.616;0.311;0.058;3.725;31.43;43.318;49.162;0.818;1.507;0.105;Failure
0.643;0.302;0.059;3.485;30.714;43.682;49.181;0.773;1.534;0.106;Failure
0.648;0.275;0.06;2.846;30.969;44.124;49.16;0.789;1.567;0.104;Failure
0.65;0.297;0.06;1.484;31.17;44.419;49.182;0.801;1.588;0.105;Failure
0.646;0.283;0.062;4.753;31.853;43.722;49.158;0.843;1.537;0.105;Failure
0.63;0.298;0.06;3.358;31.432;44.356;49.18;0.817;1.584;0.105;Failure
0.635;0.308;0.061;2.548;33.078;44.391;49.16;0.918;1.586;0.106;Failure
0.602;0.303;0.061;2.596;31.482;43.768;49.151;0.821;1.541;0.105;Failure
0.635;0.305;0.061;3.185;32.461;44.407;49.157;0.88;1.588;0.105;Failure
0.635;0.304;0.06;4.764;31.137;44.083;49.164;0.799;1.563;0.105;Failure
0.63;0.299;0.061;3.569;32.52;44.11;49.167;0.884;1.566;0.105;Failure
0.63;0.295;0.061;4.056;32.616;44.146;49.177;0.889;1.568;0.106;Failure
0.613;0.313;0.063;3.717;31.612;44.048;49.169;0.828;1.561;0.105;Failure
0.629;0.293;0.061;3.49;32.958;43.258;49.171;0.911;1.503;0.106;Failure
0.618;0.291;0.062;3.291;33.042;43.643;49.179;0.916;1.531;0.106;Failure
0.638;0.283;0.064;4.764;31.968;43.733;49.179;0.85;1.538;0.106;Failure
0.615;0.28;0.063;1.952;32.902;43.052;49.165;0.907;1.488;0.106;Failure
0.63;0.289;0.064;2.104;32.052;43.583;49.174;0.855;1.527;0.106;Failure
0.64;0.297;0.063;2.555;31.901;42.666;49.174;0.845;1.459;0.106;Failure
0.635;0.3;0.063;4.348;32.51;42.726;49.18;0.883;1.463;0.106;Failure
0.646;0.291;0.063;4.639;32.033;43.339;49.162;0.854;1.509;0.106;Failure
0.642;0.278;0.063;4.474;32.412;43.429;49.171;0.878;1.516;0.106;Failure
0.626;0.289;0.063;2.524;31.74;43.228;49.168;0.836;1.5;0.105;Failure
0.615;0.303;0.062;3.016;32.033;43.582;49.153;0.855;1.526;0.106;Failure
0.622;0.306;0.062;4.756;33.457;43.903;49.178;0.941;1.55;0.107;Failure
0.595;0.301;0.061;3.508;32.301;43.477;49.157;0.87;1.52;0.105;Failure
0.618;0.307;0.061;4.21;33.012;43.432;49.164;0.914;1.516;0.106;Failure
0.611;0.306;0.063;4.443;32.046;42.955;49.167;0.855;1.48;0.106;Failure
0.58;0.314;0.063;3.848;32.846;43.384;49.178;0.904;1.512;0.106;Failure
0.6;0.307;0.063;2.268;32.655;43.788;49.173;0.893;1.542;0.106;Failure
0.617;0.298;0.063;2.328;32.728;43.347;49.163;0.896;1.509;0.106;Failure
0.613;0.311;0.063;2.724;34.509;42.76;49.181;1.005;1.466;0.106;Failure
0.602;0.299;0.065;3.288;32.715;43.115;49.177;0.896;1.492;0.105;Failure
0.616;0.316;0.064;3.286;34.08;44.602;49.156;0.979;1.602;0.106;Failure
0.613;0.296;0.064;2.437;35.111;43.499;49.168;1.041;1.521;0.106;Failure
0.606;0.312;0.064;1.497;34.582;42.579;49.157;1.009;1.453;0.106;Failure
0.604;0.306;0.065;4.384;33.329;42.734;49.18;0.932;1.464;0.107;Failure
0.59;0.302;0.066;1.461;31.711;43.562;49.176;0.835;1.526;0.106;Failure
0.63;0.28;0.067;2.44;32.281;43.762;49.184;0.87;1.54;0.107;Failure
0.632;0.29;0.065;4.35;32.314;43.931;49.158;0.87;1.553;0.107;Failure
0.633;0.304;0.065;4.334;31.936;43.858;49.174;0.848;1.547;0.106;Failure
0.639;0.289;0.066;2.348;32.869;43.873;49.159;0.905;1.548;0.107;Failure
0.636;0.305;0.066;2.578;33.086;43.354;49.163;0.918;1.51;0.105;Failure
0.621;0.292;0.065;2.478;31.341;43.992;49.185;0.812;1.557;0.106;Failure
0.611;0.297;0.064;2.958;32.52;43.784;49.161;0.884;1.542;0.106;Failure
0.611;0.317;0.066;3.93;31.95;43.279;49.171;0.848;1.505;0.106;Failure
0.603;0.312;0.064;1.908;31.651;43.65;49.176;0.83;1.532;0.105;Failure
0.627;0.294;0.066;4.315;32.28;43.384;49.166;0.869;1.512;0.105;Failure
0.619;0.3;0.067;4.008;30.678;43.818;49.163;0.771;1.544;0.106;Failure
0.628;0.297;0.066;2.178;31.592;43.059;49.179;0.828;1.488;0.107;Failure
0.647;0.274;0.066;4.046;32.315;43.478;49.176;0.871;1.519;0.106;Failure
0.632;0.304;0.067;2.444;29.751;43.511;49.178;0.714;1.521;0.106;Failure
0.655;0.293;0.065;4.527;31.856;43.516;49.181;0.843;1.522;0.106;Failure
0.637;0.291;0.065;4.717;32.191;43.61;49.186;0.864;1.529;0.106;Failure
0.626;0.311;0.408;2.587;29.145;41.351;49.18;0.679;1.362;0.111;Failure
0.623;0.309;0.41;3.608;27.888;41.19;49.17;0.602;1.35;0.111;Failure
0.598;0.298;0.41;4.343;28.507;41.275;49.155;0.639;1.356;0.111;Failure
0.6;0.293;0.411;2.852;29.845;41.96;49.169;0.721;1.407;0.112;Failure
0.594;0.298;0.408;3.161;29.411;41.66;49.173;0.694;1.385;0.112;Failure
0.573;0.307;0.41;2.001;29.349;42.442;49.182;0.691;1.442;0.111;Failure
0.569;0.284;0.407;3.21;30.48;41.694;49.181;0.761;1.387;0.112;Failure
0.591;0.302;0.408;4.03;29.18;41.865;49.174;0.68;1.4;0.113;Failure
0.582;0.302;0.406;4.43;28.494;41.325;49.174;0.639;1.36;0.111;Failure
